Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,gross margin percentage,gross income,Rating
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty, $86.80 ,3, $273.42 ,1-28-2019,16:47,Ewallet,4.7%, $13.02 ,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories, $64.26 ,7, $472.31 ,9-2-2019,10:00,Cash,4.7%, $22.49 ,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages, $38.47 ,8, $323.15 ,1-23-2019,11:51,Cash,4.7%, $15.39 ,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel, $15.50 ,10, $162.75 ,3-23-2019,10:55,Ewallet,4.7%, $7.75 ,8
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty, $34.31 ,8, $288.20 ,1-25-2019,15:00,Ewallet,4.7%, $13.72 ,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel, $12.34 ,7, $90.70 ,4-3-2019,11:19,Credit card,4.7%, $4.32 ,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages, $18.08 ,3, $56.95 ,5-3-2019,19:46,Ewallet,4.7%, $2.71 ,8
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle, $94.49 ,8, $793.72 ,3-3-2019,19:00,Ewallet,4.7%, $37.80 ,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle, $46.47 ,4, $195.17 ,8-2-2019,10:53,Cash,4.7%, $9.29 ,7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle, $74.07 ,1, $77.77 ,10-2-2019,12:50,Ewallet,4.7%, $3.70 ,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle, $69.81 ,4, $293.20 ,1-28-2019,20:50,Credit card,4.7%, $13.96 ,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle, $77.04 ,3, $242.68 ,11-2-2019,10:39,Credit card,4.7%, $11.56 ,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories, $73.52 ,2, $154.39 ,1-15-2019,13:41,Ewallet,4.7%, $7.35 ,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages, $87.80 ,9, $829.71 ,3-16-2019,19:08,Cash,4.7%, $39.51 ,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle, $25.55 ,4, $107.31 ,1-26-2019,20:23,Ewallet,4.7%, $5.11 ,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories, $32.71 ,5, $171.73 ,3-19-2019,11:30,Credit card,4.7%, $8.18 ,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories, $74.29 ,1, $78.00 ,1-13-2019,19:30,Cash,4.7%, $3.71 ,5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty, $43.70 ,2, $91.77 ,3-26-2019,18:03,Cash,4.7%, $4.37 ,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle, $25.29 ,1, $26.55 ,3-23-2019,10:13,Ewallet,4.7%, $1.26 ,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty, $41.50 ,4, $174.30 ,12-3-2019,19:58,Credit card,4.7%, $8.30 ,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages, $71.39 ,5, $374.80 ,2-17-2019,19:57,Credit card,4.7%, $17.85 ,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel, $19.15 ,6, $120.65 ,1-29-2019,10:01,Credit card,4.7%, $5.75 ,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories, $57.49 ,4, $241.46 ,3-15-2019,11:57,Cash,4.7%, $11.50 ,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories, $61.41 ,7, $451.36 ,1-14-2019,10:02,Cash,4.7%, $21.49 ,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty, $25.90 ,10, $271.95 ,6-2-2019,14:51,Ewallet,4.7%, $12.95 ,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle, $17.77 ,5, $93.29 ,2-15-2019,12:42,Credit card,4.7%, $4.44 ,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty, $23.03 ,9, $217.63 ,3-1-2019,12:02,Ewallet,4.7%, $10.36 ,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories, $66.65 ,9, $629.84 ,4-1-2019,18:19,Credit card,4.7%, $29.99 ,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle, $28.53 ,10, $299.57 ,3-18-2019,17:38,Ewallet,4.7%, $14.27 ,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories, $30.37 ,3, $95.67 ,3-28-2019,13:41,Ewallet,4.7%, $4.56 ,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories, $99.73 ,9, $942.45 ,2-3-2019,19:42,Credit card,4.7%, $44.88 ,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories, $26.23 ,9, $247.87 ,1-25-2019,20:24,Ewallet,4.7%, $11.80 ,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages, $93.26 ,9, $881.31 ,1-16-2019,18:08,Cash,4.7%, $41.97 ,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle, $92.36 ,5, $484.89 ,3-20-2019,19:17,Ewallet,4.7%, $23.09 ,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel, $46.42 ,3, $146.22 ,4-1-2019,13:24,Credit card,4.7%, $6.96 ,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel, $29.61 ,7, $217.63 ,11-3-2019,15:53,Cash,4.7%, $10.36 ,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle, $18.28 ,1, $19.19 ,3-22-2019,15:05,Credit card,4.7%, $0.91 ,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel, $24.77 ,5, $130.04 ,3-24-2019,18:27,Cash,4.7%, $6.19 ,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories, $94.64 ,3, $298.12 ,2-21-2019,16:55,Cash,4.7%, $14.20 ,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories, $94.87 ,8, $796.91 ,12-2-2019,12:58,Ewallet,4.7%, $37.95 ,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages, $57.34 ,3, $180.62 ,10-3-2019,18:59,Credit card,4.7%, $8.60 ,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories, $45.35 ,6, $285.71 ,1-31-2019,13:44,Ewallet,4.7%, $13.61 ,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages, $62.08 ,7, $456.29 ,6-3-2019,13:46,Ewallet,4.7%, $21.73 ,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories, $11.81 ,5, $62.00 ,2-17-2019,18:06,Cash,4.7%, $2.95 ,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories, $12.54 ,1, $13.17 ,2-21-2019,12:38,Cash,4.7%, $0.63 ,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages, $43.25 ,2, $90.83 ,3-20-2019,15:56,Cash,4.7%, $4.33 ,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel, $87.16 ,2, $183.04 ,11-1-2019,14:29,Credit card,4.7%, $8.72 ,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty, $69.37 ,9, $655.55 ,1-26-2019,19:14,Ewallet,4.7%, $31.22 ,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories, $37.06 ,4, $155.65 ,1-31-2019,16:24,Ewallet,4.7%, $7.41 ,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories, $90.70 ,6, $571.41 ,2-26-2019,10:52,Cash,4.7%, $27.21 ,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle, $63.42 ,8, $532.73 ,11-3-2019,12:55,Ewallet,4.7%, $25.37 ,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories, $81.37 ,2, $170.88 ,1-26-2019,19:28,Cash,4.7%, $8.14 ,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories, $10.59 ,3, $33.36 ,12-3-2019,13:52,Credit card,4.7%, $1.59 ,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty, $84.09 ,9, $794.65 ,11-2-2019,10:54,Cash,4.7%, $37.84 ,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories, $73.82 ,4, $310.04 ,2-21-2019,18:31,Cash,4.7%, $14.76 ,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty, $51.94 ,10, $545.37 ,9-3-2019,18:24,Ewallet,4.7%, $25.97 ,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel, $93.14 ,2, $195.59 ,1-20-2019,18:09,Ewallet,4.7%, $9.31 ,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty, $17.41 ,5, $91.40 ,1-28-2019,15:16,Credit card,4.7%, $4.35 ,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories, $44.22 ,5, $232.16 ,5-3-2019,17:07,Credit card,4.7%, $11.06 ,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories, $13.22 ,5, $69.41 ,2-3-2019,19:26,Cash,4.7%, $3.31 ,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories, $89.69 ,1, $94.17 ,11-1-2019,11:20,Ewallet,4.7%, $4.48 ,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages, $24.94 ,9, $235.68 ,11-1-2019,16:49,Credit card,4.7%, $11.22 ,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty, $59.77 ,2, $125.52 ,11-3-2019,12:01,Credit card,4.7%, $5.98 ,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories, $93.20 ,2, $195.72 ,2-28-2019,18:37,Credit card,4.7%, $9.32 ,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle, $62.65 ,4, $263.13 ,5-1-2019,11:25,Cash,4.7%, $12.53 ,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle, $93.87 ,8, $788.51 ,2-2-2019,18:42,Credit card,4.7%, $37.55 ,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle, $47.59 ,8, $399.76 ,1-1-2019,14:47,Cash,4.7%, $19.04 ,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories, $81.40 ,3, $256.41 ,9-2-2019,19:43,Cash,4.7%, $12.21 ,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories, $17.94 ,5, $94.19 ,1-23-2019,14:04,Ewallet,4.7%, $4.49 ,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories, $77.72 ,4, $326.42 ,7-1-2019,16:11,Credit card,4.7%, $15.54 ,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages, $73.06 ,7, $536.99 ,1-14-2019,19:06,Credit card,4.7%, $25.57 ,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages, $46.55 ,9, $439.90 ,2-2-2019,15:34,Ewallet,4.7%, $20.95 ,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories, $35.19 ,10, $369.50 ,3-17-2019,19:06,Credit card,4.7%, $17.60 ,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel, $14.39 ,2, $30.22 ,2-3-2019,19:44,Credit card,4.7%, $1.44 ,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle, $23.75 ,4, $99.75 ,3-16-2019,11:22,Cash,4.7%, $4.75 ,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle, $58.90 ,8, $494.76 ,6-1-2019,11:23,Cash,4.7%, $23.56 ,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories, $32.62 ,4, $137.00 ,1-29-2019,14:12,Cash,4.7%, $6.52 ,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories, $66.35 ,1, $69.67 ,1-31-2019,10:46,Credit card,4.7%, $3.32 ,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle, $25.91 ,6, $163.23 ,5-2-2019,10:16,Ewallet,4.7%, $7.77 ,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories, $32.25 ,4, $135.45 ,2-13-2019,12:38,Ewallet,4.7%, $6.45 ,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories, $65.94 ,4, $276.95 ,7-2-2019,13:05,Credit card,4.7%, $13.19 ,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories, $75.06 ,9, $709.32 ,3-19-2019,13:25,Ewallet,4.7%, $33.78 ,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories, $16.45 ,4, $69.09 ,7-3-2019,14:53,Ewallet,4.7%, $3.29 ,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories, $38.30 ,4, $160.86 ,3-13-2019,19:22,Cash,4.7%, $7.66 ,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel, $22.24 ,10, $233.52 ,9-2-2019,11:00,Cash,4.7%, $11.12 ,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel, $54.45 ,1, $57.17 ,2-26-2019,19:24,Ewallet,4.7%, $2.72 ,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel, $98.40 ,7, $723.24 ,12-3-2019,12:43,Credit card,4.7%, $34.44 ,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle, $35.47 ,4, $148.97 ,3-14-2019,17:22,Credit card,4.7%, $7.09 ,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages, $74.60 ,10, $783.30 ,8-1-2019,20:55,Cash,4.7%, $37.30 ,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle, $70.74 ,4, $297.11 ,5-1-2019,16:05,Credit card,4.7%, $14.15 ,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle, $35.54 ,10, $373.17 ,4-1-2019,13:34,Ewallet,4.7%, $17.77 ,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel, $67.43 ,5, $354.01 ,6-3-2019,18:13,Ewallet,4.7%, $16.86 ,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty, $21.12 ,2, $44.35 ,3-1-2019,19:17,Cash,4.7%, $2.11 ,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle, $21.54 ,9, $203.55 ,7-1-2019,11:44,Credit card,4.7%, $9.69 ,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle, $12.03 ,2, $25.26 ,1-27-2019,15:51,Cash,4.7%, $1.20 ,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty, $99.71 ,6, $628.17 ,2-26-2019,16:52,Ewallet,4.7%, $29.91 ,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories, $47.97 ,7, $352.58 ,7-1-2019,20:52,Cash,4.7%, $16.79 ,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle, $21.82 ,10, $229.11 ,7-1-2019,17:36,Cash,4.7%, $10.91 ,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories, $95.42 ,4, $400.76 ,2-2-2019,13:23,Ewallet,4.7%, $19.08 ,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories, $70.99 ,10, $745.40 ,3-20-2019,16:28,Cash,4.7%, $35.50 ,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel, $44.02 ,10, $462.21 ,3-20-2019,19:57,Credit card,4.7%, $22.01 ,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle, $69.96 ,8, $587.66 ,2-15-2019,17:01,Credit card,4.7%, $27.98 ,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle, $37.00 ,1, $38.85 ,6-3-2019,13:29,Credit card,4.7%, $1.85 ,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel, $15.34 ,1, $16.11 ,6-1-2019,11:09,Cash,4.7%, $0.77 ,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty, $99.83 ,6, $628.93 ,4-3-2019,15:02,Ewallet,4.7%, $29.95 ,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty, $47.67 ,4, $200.21 ,12-3-2019,14:21,Cash,4.7%, $9.53 ,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty, $66.68 ,5, $350.07 ,2-20-2019,18:01,Cash,4.7%, $16.67 ,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle, $74.86 ,1, $78.60 ,3-24-2019,14:49,Cash,4.7%, $3.74 ,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel, $23.75 ,9, $224.44 ,1-31-2019,12:02,Cash,4.7%, $10.69 ,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages, $48.51 ,7, $356.55 ,1-25-2019,13:30,Credit card,4.7%, $16.98 ,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle, $94.88 ,7, $697.37 ,3-2-2019,14:38,Cash,4.7%, $33.21 ,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories, $40.30 ,10, $423.15 ,1-24-2019,17:37,Credit card,4.7%, $20.15 ,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories, $27.85 ,7, $204.70 ,3-14-2019,17:20,Ewallet,4.7%, $9.75 ,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories, $62.48 ,1, $65.60 ,2-18-2019,20:29,Cash,4.7%, $3.12 ,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages, $36.36 ,2, $76.36 ,1-21-2019,10:00,Cash,4.7%, $3.64 ,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty, $18.11 ,10, $190.16 ,3-13-2019,11:46,Ewallet,4.7%, $9.06 ,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories, $51.92 ,5, $272.58 ,3-3-2019,13:42,Cash,4.7%, $12.98 ,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories, $28.84 ,4, $121.13 ,3-29-2019,14:44,Cash,4.7%, $5.77 ,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle, $78.38 ,6, $493.79 ,10-1-2019,14:16,Ewallet,4.7%, $23.51 ,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle, $60.01 ,4, $252.04 ,1-25-2019,15:54,Cash,4.7%, $12.00 ,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle, $88.61 ,1, $93.04 ,1-19-2019,10:21,Cash,4.7%, $4.43 ,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories, $99.82 ,2, $209.62 ,2-1-2019,18:09,Credit card,4.7%, $9.98 ,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty, $39.01 ,1, $40.96 ,12-3-2019,16:46,Credit card,4.7%, $1.95 ,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages, $48.61 ,1, $51.04 ,2-25-2019,15:31,Cash,4.7%, $2.43 ,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories, $51.19 ,4, $215.00 ,3-18-2019,17:15,Credit card,4.7%, $10.24 ,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories, $14.96 ,8, $125.66 ,2-23-2019,12:29,Cash,4.7%, $5.98 ,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories, $72.20 ,7, $530.67 ,3-26-2019,20:14,Ewallet,4.7%, $25.27 ,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel, $40.23 ,7, $295.69 ,3-30-2019,13:22,Cash,4.7%, $14.08 ,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle, $88.79 ,8, $745.84 ,2-17-2019,17:09,Cash,4.7%, $35.52 ,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories, $26.48 ,3, $83.41 ,3-21-2019,10:40,Ewallet,4.7%, $3.97 ,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories, $81.91 ,2, $172.01 ,5-3-2019,17:43,Cash,4.7%, $8.19 ,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel, $79.93 ,6, $503.56 ,1-31-2019,14:04,Cash,4.7%, $23.98 ,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories, $69.33 ,2, $145.59 ,5-2-2019,19:05,Ewallet,4.7%, $6.93 ,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages, $14.23 ,5, $74.71 ,1-2-2019,10:08,Credit card,4.7%, $3.56 ,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty, $15.55 ,9, $146.95 ,7-3-2019,13:12,Cash,4.7%, $7.00 ,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories, $78.13 ,10, $820.37 ,10-2-2019,20:51,Cash,4.7%, $39.07 ,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages, $99.37 ,2, $208.68 ,2-14-2019,17:29,Cash,4.7%, $9.94 ,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages, $21.08 ,3, $66.40 ,9-2-2019,10:25,Cash,4.7%, $3.16 ,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories, $74.79 ,5, $392.65 ,10-1-2019,11:34,Cash,4.7%, $18.70 ,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty, $29.67 ,7, $218.07 ,11-3-2019,18:58,Credit card,4.7%, $10.38 ,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty, $44.07 ,4, $185.09 ,2-18-2019,16:28,Ewallet,4.7%, $8.81 ,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages, $22.93 ,9, $216.69 ,2-26-2019,20:26,Cash,4.7%, $10.32 ,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty, $39.42 ,1, $41.39 ,1-18-2019,15:08,Cash,4.7%, $1.97 ,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty, $15.26 ,6, $96.14 ,2-15-2019,18:03,Ewallet,4.7%, $4.58 ,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories, $61.77 ,5, $324.29 ,8-3-2019,13:21,Cash,4.7%, $15.44 ,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle, $21.52 ,6, $135.58 ,1-17-2019,12:48,Credit card,4.7%, $6.46 ,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel, $97.74 ,4, $410.51 ,12-3-2019,19:53,Ewallet,4.7%, $19.55 ,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages, $99.78 ,5, $523.85 ,9-3-2019,19:09,Cash,4.7%, $24.95 ,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages, $94.26 ,4, $395.89 ,12-3-2019,16:30,Cash,4.7%, $18.85 ,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty, $51.13 ,4, $214.75 ,1-25-2019,10:11,Credit card,4.7%, $10.23 ,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories, $36.36 ,4, $152.71 ,3-25-2019,13:07,Cash,4.7%, $7.27 ,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle, $22.02 ,9, $208.09 ,7-2-2019,18:48,Cash,4.7%, $9.91 ,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages, $32.90 ,3, $103.64 ,2-17-2019,17:27,Credit card,4.7%, $4.94 ,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories, $77.02 ,5, $404.36 ,3-2-2019,15:59,Cash,4.7%, $19.26 ,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages, $23.48 ,2, $49.31 ,3-14-2019,11:21,Credit card,4.7%, $2.35 ,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel, $14.70 ,5, $77.18 ,3-24-2019,13:48,Ewallet,4.7%, $3.68 ,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories, $28.45 ,5, $149.36 ,3-21-2019,10:17,Credit card,4.7%, $7.11 ,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories, $76.40 ,9, $721.98 ,3-19-2019,15:49,Ewallet,4.7%, $34.38 ,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel, $57.95 ,6, $365.09 ,2-24-2019,13:02,Cash,4.7%, $17.39 ,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories, $47.65 ,3, $150.10 ,3-28-2019,12:58,Credit card,4.7%, $7.15 ,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages, $42.82 ,9, $404.65 ,5-2-2019,15:26,Credit card,4.7%, $19.27 ,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories, $48.09 ,3, $151.48 ,10-2-2019,18:23,Credit card,4.7%, $7.21 ,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty, $55.97 ,7, $411.38 ,5-3-2019,19:06,Ewallet,4.7%, $19.59 ,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty, $76.90 ,7, $565.22 ,2-15-2019,20:21,Cash,4.7%, $26.92 ,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages, $97.03 ,5, $509.41 ,1-30-2019,16:24,Ewallet,4.7%, $24.26 ,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel, $44.65 ,3, $140.65 ,2-14-2019,15:04,Cash,4.7%, $6.70 ,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories, $77.93 ,9, $736.44 ,2-27-2019,16:10,Ewallet,4.7%, $35.07 ,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories, $71.95 ,1, $75.55 ,4-2-2019,12:14,Cash,4.7%, $3.60 ,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle, $89.25 ,8, $749.70 ,1-20-2019,10:13,Cash,4.7%, $35.70 ,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories, $26.02 ,7, $191.25 ,3-28-2019,17:38,Cash,4.7%, $9.11 ,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty, $13.50 ,10, $141.75 ,2-27-2019,11:06,Credit card,4.7%, $6.75 ,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories, $99.30 ,10," $1,042.65 ",2-15-2019,14:53,Credit card,4.7%, $49.65 ,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories, $51.69 ,7, $379.92 ,1-26-2019,18:22,Cash,4.7%, $18.09 ,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories, $54.73 ,7, $402.27 ,3-14-2019,19:02,Credit card,4.7%, $19.16 ,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle, $27.00 ,9, $255.15 ,2-3-2019,14:16,Cash,4.7%, $12.15 ,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories, $30.24 ,1, $31.75 ,4-3-2019,15:44,Cash,4.7%, $1.51 ,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages, $89.14 ,4, $374.39 ,7-1-2019,12:20,Credit card,4.7%, $17.83 ,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories, $37.55 ,10, $394.28 ,8-3-2019,20:01,Credit card,4.7%, $18.78 ,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel, $95.44 ,10," $1,002.12 ",9-1-2019,13:45,Cash,4.7%, $47.72 ,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories, $27.50 ,3, $86.63 ,1-3-2019,15:40,Ewallet,4.7%, $4.13 ,6.5
